DMG9000 - SN:23100118
Date  hh:mm:ss,DMG - VLL ph 1-AVG,DMG - VLL ph 2-AVG,DMG - VLL ph 3-AVG,BRN01 I ph 1-AVG,BRN01 I ph 2-AVG,BRN01 I ph 3-AVG,BRN01 W TOT-AVG,BRN01 kWh+ SUM TOT,BRN02 I ph 1-AVG,BRN02 I ph 2-AVG,BRN02 I ph 3-AVG,BRN02 W TOT-AVG,BRN02 kWh+ SUM TOT,BRN03 I ph 1-AVG,BRN03 I ph 2-AVG,BRN03 I ph 3-AVG,BRN03 W TOT-AVG,BRN03 kWh+ SUM TOT,DMG - PF TOT-AVG,DMG - Cos ph 1-AVG,DMG - Cos ph 2-AVG,DMG - Cos ph 3-AVG,DMG - VLN%THD ph 1-AVG,DMG - VLN%THD ph 2-AVG,DMG - VLN%THD ph 3-AVG,DMG - VLL%THD ph 1-AVG,DMG - VLL%THD ph 2-AVG,DMG - VLL%THD ph 3-AVG,DMG - A%THD ph 1-AVG,DMG - A%THD ph 2-AVG,DMG - A%THD ph 3-AVG,DMG - VA TOT-AVG,DMG - VLN TOT-MIN,DMG - VLL TOT-MIN,
 2025/06/16  18:19:25,      401.51,      400.28,      400.62,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.41,       12.40,        6.40,        6.36,        6.51,        6.59,        6.60,        6.59,     3747.39,      231.93,      399.45,
 2025/06/16  18:24:25,      401.52,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8592,      0.8571,       12.40,       12.41,       12.40,        6.40,        6.36,        6.51,        6.59,        6.60,        6.58,     3747.34,      231.82,      399.31,
 2025/06/16  18:29:26,      401.52,      400.29,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.42,       12.40,       12.40,        6.42,        6.36,        6.53,        6.61,        6.60,        6.61,     3747.44,      231.80,      399.28,
 2025/06/16  18:34:26,      401.51,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8592,      0.8571,       12.41,       12.40,       12.40,        6.41,        6.36,        6.52,        6.61,        6.60,        6.60,     3747.33,      231.97,      399.55,
 2025/06/16  18:39:27,      401.51,      400.30,      400.61,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.42,       12.39,        6.41,        6.36,        6.52,        6.61,        6.60,        6.59,     3747.43,      231.86,      399.30,
 2025/06/16  18:44:27,      401.51,      400.26,      400.59,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8592,      0.8570,       12.41,       12.39,       12.39,        6.40,        6.35,        6.54,        6.60,        6.60,        6.61,     3747.12,      231.96,      399.56,
 2025/06/16  18:49:28,      401.53,      400.29,      400.61,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.40,        6.40,        6.35,        6.53,        6.60,        6.59,        6.61,     3747.46,      231.95,      399.47,
 2025/06/16  18:54:28,      401.53,      400.25,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8592,      0.8570,       12.41,       12.41,       12.41,        6.41,        6.36,        6.52,        6.61,        6.60,        6.60,     3747.32,      231.92,      399.47,
 2025/06/16  18:59:29,      401.49,      400.26,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8592,      0.8571,       12.42,       12.39,       12.40,        6.40,        6.35,        6.52,        6.59,        6.60,        6.59,     3747.09,      231.90,      399.43,
 2025/06/16  19:04:29,      401.51,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.42,        6.36,        6.52,        6.62,        6.60,        6.60,     3747.34,      231.87,      399.34,
 2025/06/16  19:09:30,      401.52,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.42,       12.41,        6.40,        6.37,        6.52,        6.60,        6.61,        6.59,     3747.31,      231.82,      399.28,
 2025/06/16  19:14:30,      401.51,      400.29,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.39,       12.41,       12.41,        6.41,        6.35,        6.52,        6.60,        6.59,        6.60,     3747.31,      231.82,      399.29,
 2025/06/16  19:19:31,      401.51,      400.26,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8592,      0.8570,       12.40,       12.39,       12.41,        6.41,        6.36,        6.53,        6.60,        6.61,        6.61,     3747.16,      231.92,      399.49,
 2025/06/16  19:24:31,      401.49,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.41,       12.41,        6.40,        6.35,        6.52,        6.60,        6.60,        6.60,     3747.19,      232.01,      399.62,
 2025/06/16  19:29:32,      401.51,      400.26,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.40,       12.41,        6.41,        6.37,        6.53,        6.61,        6.61,        6.60,     3747.12,      231.96,      399.49,
 2025/06/16  19:34:32,      401.52,      400.29,      400.62,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.40,       12.41,        6.40,        6.36,        6.53,        6.60,        6.60,        6.60,     3747.51,      231.91,      399.45,
 2025/06/16  19:39:33,      401.53,      400.29,      400.61,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.41,        6.37,        6.53,        6.61,        6.61,        6.60,     3747.58,      231.95,      399.47,
 2025/06/16  19:44:33,      401.51,      400.28,      400.59,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.41,        6.41,        6.36,        6.53,        6.60,        6.60,        6.60,     3747.26,      231.94,      399.45,
 2025/06/16  19:49:34,      401.48,      400.26,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.42,       12.41,       12.40,        6.41,        6.35,        6.53,        6.61,        6.59,        6.61,     3746.93,      231.75,      399.17,
 2025/06/16  19:54:34,      401.54,      400.27,      400.59,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.40,        6.41,        6.36,        6.52,        6.61,        6.60,        6.59,     3747.32,      231.84,      399.33,
 2025/06/16  19:59:35,      401.50,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.40,       12.40,        6.40,        6.36,        6.51,        6.60,        6.60,        6.59,     3747.27,      231.83,      399.35,
 2025/06/16  20:04:35,      401.52,      400.29,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.41,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.53,      231.85,      399.34,
 2025/06/16  20:09:36,      401.51,      400.28,      400.62,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.40,       12.40,        6.40,        6.35,        6.52,        6.60,        6.60,        6.60,     3747.37,      231.96,      399.47,
 2025/06/16  20:14:36,      401.52,      400.27,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.38,       12.41,        6.40,        6.35,        6.53,        6.59,        6.59,        6.61,     3747.14,      231.81,      399.27,
 2025/06/16  20:19:37,      401.52,      400.29,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.39,       12.41,        6.40,        6.35,        6.52,        6.59,        6.60,        6.60,     3747.25,      231.98,      399.58,
 2025/06/16  20:24:37,      401.53,      400.28,      400.62,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8592,      0.8570,       12.40,       12.41,       12.40,        6.40,        6.35,        6.52,        6.60,        6.59,        6.60,     3747.54,      231.91,      399.47,
 2025/06/16  20:29:38,      401.50,      400.29,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.40,        6.41,        6.35,        6.52,        6.61,        6.60,        6.60,     3747.21,      231.85,      399.33,
 2025/06/16  20:34:38,      401.50,      400.30,      400.59,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.39,       12.42,       12.40,        6.41,        6.36,        6.52,        6.61,        6.60,        6.60,     3747.38,      231.84,      399.29,
 2025/06/16  20:39:39,      401.50,      400.27,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.41,        6.41,        6.37,        6.52,        6.60,        6.61,        6.59,     3747.03,      231.92,      399.45,
 2025/06/16  20:44:39,      401.49,      400.26,      400.59,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.42,       12.40,        6.41,        6.36,        6.52,        6.60,        6.60,        6.60,     3746.98,      231.90,      399.48,
 2025/06/16  20:49:40,      401.51,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.41,        6.41,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.29,      231.95,      399.52,
 2025/06/16  20:54:40,      401.53,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.40,        6.41,        6.36,        6.52,        6.61,        6.60,        6.59,     3747.44,      231.86,      399.36,
 2025/06/16  20:59:41,      401.51,      400.28,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.40,       12.42,        6.40,        6.37,        6.52,        6.59,        6.61,        6.59,     3747.27,      231.90,      399.45,
 2025/06/16  21:04:41,      401.53,      400.28,      400.61,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.41,       12.42,        6.41,        6.37,        6.52,        6.60,        6.61,        6.59,     3747.48,      231.86,      399.34,
 2025/06/16  21:09:42,      401.50,      400.26,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.41,        6.36,        6.52,        6.60,        6.61,        6.59,     3747.14,      231.86,      399.28,
 2025/06/16  21:14:42,      401.51,      400.28,      400.59,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.40,        6.39,        6.36,        6.52,        6.59,        6.60,        6.60,     3747.22,      231.95,      399.50,
 2025/06/16  21:19:43,      401.52,      400.28,      400.59,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.40,        6.40,        6.35,        6.52,        6.60,        6.60,        6.59,     3747.32,      231.92,      399.46,
 2025/06/16  21:24:43,      401.52,      400.30,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.40,        6.40,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.46,      231.94,      399.47,
 2025/06/16  21:29:44,      401.53,      400.26,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.41,        6.35,        6.52,        6.61,        6.60,        6.59,     3747.15,      231.83,      399.27,
 2025/06/16  21:34:44,      401.51,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.40,        6.40,        6.36,        6.52,        6.59,        6.60,        6.60,     3747.24,      231.93,      399.48,
 2025/06/16  21:39:45,      401.53,      400.28,      400.59,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.41,        6.41,        6.36,        6.52,        6.60,        6.60,        6.60,     3747.33,      231.80,      399.30,
 2025/06/16  21:44:45,      401.52,      400.28,      400.62,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.41,       12.41,        6.41,        6.36,        6.52,        6.60,        6.61,        6.60,     3747.55,      231.84,      399.34,
 2025/06/16  21:49:46,      401.51,      400.28,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.39,       12.39,        6.40,        6.35,        6.52,        6.60,        6.60,        6.60,     3747.19,      231.94,      399.51,
 2025/06/16  21:54:46,      401.53,      400.28,      400.61,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.41,       12.42,        6.41,        6.36,        6.53,        6.60,        6.60,        6.60,     3747.47,      231.93,      399.44,
 2025/06/16  21:59:47,      401.48,      400.25,      400.57,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.41,       12.41,        6.42,        6.35,        6.53,        6.61,        6.59,        6.60,     3746.80,      231.67,      399.04,
 2025/06/16  22:04:47,      401.54,      400.29,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.39,       12.40,        6.41,        6.35,        6.53,        6.60,        6.60,        6.61,     3747.49,      231.91,      399.44,
 2025/06/16  22:09:48,      401.49,      400.30,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.41,       12.40,       12.38,        6.41,        6.36,        6.51,        6.61,        6.60,        6.59,     3747.29,      231.98,      399.60,
 2025/06/16  22:14:48,      401.48,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.42,       12.39,       12.41,        6.40,        6.35,        6.53,        6.60,        6.60,        6.60,     3747.06,      231.86,      399.36,
 2025/06/16  22:19:49,      401.50,      400.28,      400.61,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.41,       12.40,       12.39,        6.41,        6.36,        6.52,        6.61,        6.60,        6.59,     3747.29,      231.88,      399.42,
 2025/06/16  22:24:49,      401.49,      400.27,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.40,        6.40,        6.37,        6.53,        6.60,        6.61,        6.60,     3747.05,      231.96,      399.54,
 2025/06/16  22:29:50,      401.52,      400.27,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.39,       12.39,        6.41,        6.34,        6.53,        6.61,        6.59,        6.60,     3747.18,      231.74,      399.09,
 2025/06/16  22:34:50,      401.51,      400.30,      400.61,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.40,       12.40,       12.41,        6.40,        6.36,        6.52,        6.60,        6.60,        6.59,     3747.47,      231.95,      399.52,
 2025/06/16  22:39:51,      401.52,      400.27,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.39,       12.39,        6.40,        6.36,        6.52,        6.60,        6.60,        6.59,     3747.29,      231.86,      399.32,
 2025/06/16  22:44:51,      401.52,      400.28,      400.63,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8592,      0.8571,       12.42,       12.41,       12.40,        6.41,        6.34,        6.52,        6.60,        6.59,        6.60,     3747.56,      231.91,      399.49,
 2025/06/16  22:49:52,      401.51,      400.29,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.40,       12.40,        6.40,        6.34,        6.52,        6.59,        6.59,        6.59,     3747.22,      231.90,      399.49,
 2025/06/16  22:54:52,      401.51,      400.27,      400.59,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.41,        6.35,        6.52,        6.60,        6.59,        6.59,     3747.14,      231.74,      399.08,
 2025/06/16  22:59:53,      401.50,      400.28,      400.61,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.41,       12.41,       12.39,        6.41,        6.35,        6.53,        6.61,        6.60,        6.60,     3747.28,      231.90,      399.48,
 2025/06/16  23:04:53,      401.50,      400.28,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.42,       12.39,       12.41,        6.41,        6.35,        6.52,        6.60,        6.60,        6.59,     3747.18,      231.93,      399.54,
 2025/06/16  23:09:54,      401.50,      400.29,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.41,       12.42,        6.41,        6.36,        6.53,        6.60,        6.61,        6.61,     3747.22,      231.86,      399.39,
 2025/06/16  23:14:54,      401.51,      400.30,      400.58,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.38,       12.41,        6.40,        6.35,        6.52,        6.60,        6.59,        6.59,     3747.28,      231.95,      399.48,
 2025/06/16  23:19:55,      401.52,      400.30,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.41,       12.40,        6.41,        6.36,        6.53,        6.61,        6.61,        6.61,     3747.47,      231.75,      399.15,
 2025/06/16  23:24:56,      401.51,      400.28,      400.59,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.40,       12.41,        6.39,        6.35,        6.52,        6.59,        6.60,        6.60,     3747.26,      231.86,      399.43,
 2025/06/16  23:29:56,      401.52,      400.27,      400.61,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8592,      0.8570,       12.41,       12.39,       12.41,        6.40,        6.36,        6.53,        6.59,        6.60,        6.60,     3747.36,      231.87,      399.36,
 2025/06/16  23:34:56,      401.51,      400.28,      400.59,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.41,        6.40,        6.36,        6.53,        6.60,        6.60,        6.60,     3747.27,      231.76,      399.21,
 2025/06/16  23:39:57,      401.52,      400.27,      400.62,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8571,       12.40,       12.42,       12.39,        6.41,        6.35,        6.52,        6.60,        6.60,        6.60,     3747.40,      231.93,      399.44,
 2025/06/16  23:44:57,      401.52,      400.28,      400.60,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.39,       12.41,       12.41,        6.41,        6.36,        6.53,        6.61,        6.61,        6.60,     3747.37,      231.92,      399.48,
 2025/06/16  23:49:58,      401.51,      400.28,      400.59,      0.0000,      0.0000,      0.0000,        0.00,        20.9,      0.0000,      0.0000,      0.0000,        0.00,        92.6,      0.0000,      0.0000,      0.0000,        0.00,        25.5,      0.8532,      0.8628,      0.8593,      0.8570,       12.41,       12.40,       12.40,        6.41,        6.36,        6.52,        6.61,        6.60,        6.60,     3747.18,      231.91,      399.46,
